ID,Gender,Income,Education_Years,Ed_Category,MaritalStatus,Age,Age_Groups,Race,Hispanic_origin,Region,State,Household_status,Household_summary,Change_msa,Change_region,Move_within_reg,Moved_last_year,Move_sunbelt,Num_persons_worked,Family_members_under18,Birth_country_father,Birth_country_mother,Birth_country_self,Citizenship,Fill_vet_survey,Vet_benefits,Year,Birth_country_father_Reclassify,Birth_country_mother_Reclassify,Birth_country_self_Reclassify,Hour_wage,Capital_gains,Capital_losses,Dividends,Weeks_worked,Type_worker,Industry_code,Occupation_code,Union_member,Reason_unemployed,Employment_status,Tax_status,Own_business,Income_category,Stock_numbers,Investment,Employed,Educated_fulltime,Educated_earning_age
76618,Male,-50000,8,No High School Degree,Widowed,67,Sixties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Single                      ,NA,-50000,0,F,F,No ,No 
76632,Male,50000+.,14,Some College,Married,40,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Hospital services                  ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
76641,Female,-50000,8,No High School Degree,Married,81,Older,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,Italy        ,Italy        ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,Other        ,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
76688,Male,-50000,16,Bachelors Degree,Married,59,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Self-employed-incorporated    ,Business and repair services       ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,Yes,Yes
76735,Female,-50000,16,Bachelors Degree,Married,48,Forties,Asian or Pacific Islander  ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,Philippines  ,Philippines  ,Philippines  ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,94,Other        ,Other        ,Other        ,0,0,0,0,52,Private                       ,Transportation                     ,Adm support including clerical       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,Yes,Yes
76741,Female,50000+.,14,Some College,Married,40,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,2300,0,0,0,52,Private                       ,Hospital services                  ,Professional specialty               ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
76818,Male,-50000,18,Advanced Degree,Never Married,26,Young,Black                      ,All other                ,Not applicable,Not applicable,Secondary individual                     ,Nonrelative of householder   ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Finance insurance and real estate  ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,Yes,No 
76881,Female,-50000,11,No High School Degree,Married,63,Sixties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint one under 65 & one 65+,NA,-50000,0,F,F,No ,No 
76947,Female,-50000,12.5,Some College,Widowed,41,Forties,Black                      ,All other                ,West          ,New Hampshire ,Householder                              ,Householder                  ,MSA to MSA      ,Same county                  ,Same county                ,No            ,Yes           ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Hospital services                  ,Adm support including clerical       ,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA,-50000,0,F,T,No ,No 
76971,Male,-50000,12.5,Some College,Married,57,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,36,Private                       ,Manufacturing-nondurable goods     ,Precision production craft & repair  ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
76995,Male,50000+.,12.5,Some College,Separated,47,Forties,White                      ,NA                       ,West          ,Colorado      ,Householder                              ,Householder                  ,MSA to MSA      ,Same county                  ,Same county                ,No            ,No            ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Transportation                     ,Transportation and material moving   ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,0,F,T,No ,No 
77051,Female,-50000,12,High School Degree,Divorced,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Manufacturing-nondurable goods     ,Machine operators assmblrs & inspctrs,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
77062,Female,-50000,10,No High School Degree,Never Married,88,Older,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Single                      ,NA,-50000,0,F,F,No ,No 
77117,Male,50000+.,16,Bachelors Degree,Married,34,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,1977,0,52,Private                       ,Finance insurance and real estate  ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,1977,T,T,Yes,No 
77126,Male,-50000,4,No High School Degree,Divorced,48,Forties,White                      ,Do not know              ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
77137,Male,50000+.,12,High School Degree,Married,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Local government              ,Utilities and sanitary services    ,Precision production craft & repair  ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
77146,Male,50000+.,16,Bachelors Degree,Widowed,84,Older,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,18481,0,10327,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,28808,T,F,No ,No 
77196,Male,-50000,8,No High School Degree,Married,41,Forties,White                      ,Mexican (Mexicano)       ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,4,Not applicable,Mexico       ,Mexico       ,Mexico       ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,1100,0,0,0,52,Private                       ,Transportation                     ,Machine operators assmblrs & inspctrs,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
77210,Female,-50000,14,Some College,Married,41,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,25,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,25,T,F,No ,No 
77275,Male,-50000,18,Advanced Degree,Married,51,Fifties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Finance insurance and real estate  ,Executive admin and managerial       ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,Yes,Yes
77357,Male,50000+.,12,High School Degree,Married,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,5,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Mining                             ,Precision production craft & repair  ,Not applicable,Not applicable,PT for econ reasons usually PT    ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
77444,Male,-50000,12.5,Some College,Married,81,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,Italy        ,Italy        ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,Other        ,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA,-50000,0,F,F,No ,No 
77471,Female,-50000,12.5,Some College,Divorced,44,Forties,White                      ,All other                ,Not applicable,Not applicable,Other Rel 18+ ever marr RP of subfamily  ,Other relative of householder,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,35,Private                       ,Personal services except private HH,Adm support including clerical       ,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA,-50000,0,F,T,No ,No 
77473,Female,-50000,12,High School Degree,Married,56,Fifties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Self-employed-not incorporated,Agriculture                        ,Farming forestry and fishing         ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
77483,Female,-50000,12.5,Some College,Never Married,48,Forties,Black                      ,Puerto Rican             ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,Puerto-Rico  ,Puerto-Rico  ,Puerto-Rico  ,Native- Born in Puerto Rico or U S Outlying,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,0,0,0,52,Federal government            ,Transportation                     ,Adm support including clerical       ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
77524,Female,-50000,9,No High School Degree,Never Married,40,Forties,White                      ,All other                ,Not applicable,Not applicable,Other Rel 18+ never marr not in subfamily,Other relative of householder,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,2,Not applicable,Ecuador      ,Ecuador      ,Ecuador      ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,0,0,0,52,Private                       ,Manufacturing-nondurable goods     ,Machine operators assmblrs & inspctrs,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
77599,Female,-50000,11,No High School Degree,Married,21,Young,White                      ,Mexican (Mexicano)       ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,Mexico       ,Mexico       ,Native- Born abroad of American Parent(s)  ,Not applicable,Not applicable,94,United States,Other        ,Other        ,0,0,0,0,52,Private                       ,Retail trade                       ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
77626,Male,-50000,12,High School Degree,Married,87,Older,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,Unknown      ,Unknown      ,Unknown      ,Foreign born- U S citizen by naturalization,Not applicable,Not applicable,94,Other        ,Other        ,Other        ,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA,-50000,0,F,F,No ,No 
77655,Female,-50000,12,High School Degree,Married,32,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,26,Private                       ,Retail trade                       ,Other service                        ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
77739,Female,-50000,16,Bachelors Degree,Married,42,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,State government              ,Public administration              ,Adm support including clerical       ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,Yes,Yes
77759,Male,-50000,16,Bachelors Degree,Widowed,75,Older,Black                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,F,No ,No 
77783,Male,50000+.,12,High School Degree,Married,51,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Communications                     ,Precision production craft & repair  ,Yes           ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
77833,Female,50000+.,16,Bachelors Degree,Married,41,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,500,52,Private                       ,Manufacturing-durable goods        ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,500,T,T,Yes,Yes
77840,Male,-50000,14,Some College,Married,50,Fifties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,2500,52,Private                       ,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,2500,T,T,No ,No 
77862,Female,-50000,10,No High School Degree,Married,32,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Business and repair services       ,Other service                        ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
77880,Female,-50000,13,Some College,Married,31,Thirties,White                      ,Puerto Rican             ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,Puerto-Rico  ,Puerto-Rico  ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,Other        ,United States,0,0,0,0,52,Private                       ,Medical except hospital            ,Other service                        ,Not applicable,Re-entrant    ,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
77963,Male,50000+.,13,Some College,Married,42,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Other professional services        ,Precision production craft & repair  ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
77985,Male,-50000,16,Bachelors Degree,Married,53,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Self-employed-not incorporated,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,Yes,Yes
77986,Female,-50000,12,High School Degree,Never Married,44,Forties,Black                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
77991,Male,-50000,12.5,Some College,Married,38,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,13,Private                       ,Manufacturing-nondurable goods     ,Transportation and material moving   ,Not applicable,Other job lose,Unemployed full-time              ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
78022,Female,-50000,4,No High School Degree,Never Married,36,Thirties,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Manufacturing-durable goods        ,Machine operators assmblrs & inspctrs,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
78064,Male,-50000,12.5,Some College,Married,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,500,52,Self-employed-incorporated    ,Retail trade                       ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,500,T,T,No ,No 
78109,Male,-50000,16,Bachelors Degree,Married,72,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Business and repair services       ,Protective services                  ,Not applicable,Not applicable,Children or Armed Forces          ,Joint one under 65 & one 65+,NA,-50000,0,F,T,Yes,No 
78123,Male,-50000,16,Bachelors Degree,Married,78,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
78136,Male,50000+.,18,Advanced Degree,Married,63,Sixties,Other                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,India        ,India        ,India        ,Foreign born- U S citizen by naturalization,Not applicable,Not applicable,94,Other        ,Other        ,Other        ,0,0,0,0,16,Private                       ,Manufacturing-durable goods        ,Professional specialty               ,Not applicable,Other job lose,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
78178,Female,-50000,12,High School Degree,Married,45,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,905,0,0,0,52,Private                       ,Finance insurance and real estate  ,Adm support including clerical       ,No            ,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
78236,Female,-50000,12,High School Degree,Widowed,86,Older,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,F,No ,No 
78372,Male,-50000,12.5,Some College,Married,42,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,32,Private                       ,Transportation                     ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
78491,Female,-50000,12,High School Degree,Never Married,24,Young,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Personal services except private HH,Other service                        ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
78525,Male,-50000,12.5,Some College,Married,50,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,30,Self-employed-not incorporated,Personal services except private HH,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
78584,Male,-50000,14,Some College,Married,25,Young,White                      ,Mexican (Mexicano)       ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Retail trade                       ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
78589,Female,-50000,6,No High School Degree,Never Married,20,Young,White                      ,Mexican (Mexicano)       ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,Mexico       ,Mexico       ,Mexico       ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,594,0,0,0,Private                       ,Retail trade                       ,Other service                        ,Not applicable,Job loser - on,Unemployed part- time             ,Single                      ,NA,-50000,594,T,F,No ,No 
78608,Female,-50000,16,Bachelors Degree,Never Married,26,Young,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,40,Private                       ,Finance insurance and real estate  ,Adm support including clerical       ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
